T_H_out,L,D_fr,V_0,AR,UA,dP_max,epsilon,Q_dot_diff,dP_H_diff,dP_C_diff,targetParameter,targetdP_max_Regen,Time
513.439785,0.950010,1.079708,0.869824,0.000000,3124.988021,100.003512,0.815425,0.017163,0.000000,0.000000,3125.000000,100.000000,3.000000
531.152348,0.974815,1.030167,0.812508,0.000000,3124.858037,125.001123,0.766838,0.048816,0.000000,0.000000,3125.000000,125.000000,3.000000
545.533212,0.995565,0.991382,0.768497,0.000000,3124.929034,150.001580,0.727351,0.066812,0.000000,0.000000,3125.000000,150.000000,3.000000
557.477285,1.013437,0.959701,0.733092,0.000000,3124.947525,175.001262,0.694506,0.071904,0.000000,0.000000,3125.000000,175.000000,4.000000
567.624202,1.029147,0.933039,0.703667,0.000000,3124.843116,200.002983,0.666559,0.068345,0.000000,0.000000,3125.000000,200.000000,4.000000
575.964268,1.043368,0.910069,0.678697,0.000000,3124.912759,225.002489,0.643554,0.060475,0.000000,0.000000,3125.000000,225.000000,4.000000
583.494750,1.056143,0.889998,0.657038,0.000000,3124.756593,250.001808,0.622750,0.050196,0.000000,0.000001,3125.000000,250.000000,5.000000
589.821130,1.068016,0.872179,0.638086,0.000000,3124.889187,275.001923,0.605249,0.040074,0.000000,0.000001,3125.000000,275.000000,5.000000
595.693008,1.078861,0.856211,0.621179,0.000000,3124.768767,300.019669,0.588984,0.030077,0.000000,0.000001,3125.000000,300.000000,4.000000
500.636757,0.985732,1.086892,0.914580,0.000000,3249.997580,100.000596,0.850564,-0.002083,0.000000,0.000000,3250.000000,100.000000,2.000000
517.795595,1.011660,1.036981,0.854410,0.000000,3249.986539,125.000523,0.803505,0.027316,0.000000,0.000000,3250.000000,125.000000,2.000000
532.522065,1.033061,0.998017,0.808149,0.000000,3249.766049,150.001798,0.763111,0.053587,0.000000,0.000000,3250.000000,150.000000,3.000000
544.642672,1.051624,0.966192,0.771040,0.000000,3249.891134,175.001390,0.729835,0.068924,0.000000,0.000000,3250.000000,175.000000,4.000000
555.140905,1.067923,0.939424,0.740206,0.000000,3249.930165,200.017040,0.700977,0.074524,0.000000,0.000000,3250.000000,200.000000,3.000000
563.984865,1.082523,0.916378,0.713964,0.000000,3249.809804,225.015952,0.676634,0.073178,0.000000,0.000000,3250.000000,225.000000,4.000000
571.730474,1.095811,0.896240,0.691312,0.000000,3249.877891,250.003381,0.655286,0.067464,0.000000,0.000000,3250.000000,250.000000,4.000000
578.522945,1.107960,0.878360,0.671365,0.000000,3249.773247,275.000000,0.636541,0.059445,0.000007,0.000001,3250.000000,275.000000,4.000000
584.605841,1.119239,0.862342,0.653690,0.000000,3249.868108,300.000000,0.619733,0.050366,0.000023,0.000001,3250.000000,300.000000,4.000000
489.322836,1.021196,1.094012,0.959938,0.000000,3375.252437,99.999184,0.881639,-0.016790,-0.000000,0.000000,3375.000000,100.000000,2.000000
505.189931,1.048327,1.043560,0.896647,0.000000,3374.997810,125.006564,0.838098,0.006363,0.000000,0.000000,3375.000000,125.000000,3.000000
519.495173,1.070679,1.004331,0.848210,0.000000,3374.946663,150.009832,0.798875,0.033106,0.000000,0.000000,3375.000000,150.000000,2.000000
532.036638,1.089808,0.972403,0.809343,0.000000,3374.982963,175.007521,0.764479,0.055876,0.000000,0.000000,3375.000000,175.000000,4.000000
542.600475,1.106648,0.945517,0.777031,0.000000,3374.868097,200.000000,0.735485,0.070226,0.000009,0.000000,3375.000000,200.000000,4.000000
552.063781,1.121689,0.922448,0.749628,0.000000,3374.912144,224.992620,0.709484,0.076922,-0.000000,0.000000,3375.000000,225.000000,6.000000
559.915624,1.135403,0.902179,0.725813,0.000000,3374.753206,249.999816,0.687888,0.077739,-0.000000,0.000000,3375.000000,250.000000,4.000000
567.165161,1.147954,0.884282,0.705011,0.000000,3374.879845,274.979743,0.667925,0.074289,-0.000000,0.000001,3375.000000,275.000000,4.000000
573.377272,1.159564,0.868165,0.686419,0.000000,3374.739776,299.991600,0.650800,0.068524,-0.000000,0.000001,3375.000000,300.000000,4.000000
479.456534,1.056184,1.101053,1.005648,0.000000,3499.997878,99.996222,0.908778,-0.025459,-0.000000,0.000000,3500.000000,100.000000,3.000000
493.589352,1.084702,1.049986,0.939221,0.000000,3499.762270,125.010048,0.869946,-0.010268,0.000000,0.000000,3500.000000,125.000000,1.000000
507.228878,1.108136,1.010493,0.888689,0.000000,3500.201994,150.000000,0.832534,0.010677,0.000014,0.000000,3500.000000,150.000000,2.000000
519.464018,1.127954,0.978331,0.847915,0.000000,3499.941930,175.000000,0.798994,0.034714,-0.000037,0.000000,3500.000000,175.000000,2.000000
530.338730,1.145366,0.951367,0.814199,0.000000,3499.977125,199.990607,0.769177,0.055672,-0.000000,0.000000,3500.000000,200.000000,3.000000
539.800079,1.160895,0.928151,0.785453,0.000000,3499.769424,224.996737,0.743219,0.070168,-0.000000,0.000000,3500.000000,225.000000,3.000000
548.160211,1.175063,0.907870,0.760674,0.000000,3499.923343,250.000000,0.720263,0.078398,0.000002,0.000000,3500.000000,250.000000,4.000000
555.598566,1.187915,0.889880,0.738819,0.000000,3499.678572,274.984377,0.699818,0.081397,-0.000000,0.000000,3500.000000,275.000000,4.000000
562.092865,1.199978,0.873730,0.719478,0.000000,3499.880085,300.000000,0.681952,0.080596,0.000002,0.000001,3500.000000,300.000000,4.000000
471.867952,1.090646,1.108239,1.052061,0.000000,3624.897627,100.000000,0.929690,-0.026537,0.000004,0.000000,3625.000000,100.000000,3.000000
483.765189,1.120739,1.056519,0.982537,0.000000,3624.996557,124.989361,0.896946,-0.020646,-0.000000,0.000000,3625.000000,125.000000,2.000000
495.807445,1.145303,1.016473,0.929398,0.000000,3625.076169,149.999702,0.863883,-0.005396,-0.000000,0.000000,3625.000000,150.000000,2.000000
507.614922,1.165984,0.984101,0.886874,0.000000,3625.073557,174.995674,0.831507,0.013727,-0.000000,0.000000,3625.000000,175.000000,3.000000
518.264441,1.184007,0.956950,0.851575,0.000000,3624.894915,199.993489,0.802320,0.035413,-0.000000,0.000000,3625.000000,200.000000,2.000000
527.813545,1.200134,0.933651,0.821654,0.000000,3624.956743,225.000000,0.776145,0.054847,0.000006,0.000000,3625.000000,225.000000,4.000000
536.492234,1.214577,0.913295,0.795677,0.000000,3624.661582,250.000000,0.752344,0.069660,0.000002,0.000000,3625.000000,250.000000,3.000000
543.939881,1.228030,0.895231,0.772981,0.000000,3624.885075,275.000000,0.731906,0.079133,0.000009,0.000000,3625.000000,275.000000,4.000000
550.972974,1.240242,0.879063,0.752725,0.000000,3624.712113,299.998682,0.712590,0.084258,-0.000000,0.000000,3625.000000,300.000000,4.000000
465.582273,1.124735,1.115432,1.099072,0.000000,3749.810429,100.000000,0.947046,-0.023316,0.000077,0.000000,3750.000000,100.000000,2.000000
474.970004,1.156485,1.062886,1.026131,0.000000,3749.983628,125.008067,0.921159,-0.024951,0.000000,0.000000,3750.000000,125.000000,3.000000
485.987340,1.182077,1.022463,0.970580,0.000000,3749.996787,150.003100,0.890862,-0.016637,0.000000,0.000000,3750.000000,150.000000,2.000000
496.459022,1.203796,0.989708,0.926099,0.000000,3749.999032,174.995307,0.862124,-0.002584,-0.000000,0.000000,3750.000000,175.000000,3.000000
506.779442,1.222471,0.962381,0.889247,0.000000,3749.715380,199.982675,0.833832,0.014770,-0.000000,0.000000,3750.000000,200.000000,2.000000
516.219670,1.239169,0.938943,0.858023,0.000000,3749.752305,225.000000,0.807964,0.034517,0.000005,0.000000,3750.000000,225.000000,3.000000
524.682242,1.254298,0.918487,0.831067,0.000000,3749.920226,250.000000,0.784775,0.052781,0.000023,0.000000,3750.000000,250.000000,4.000000
532.633434,1.267922,0.900386,0.807310,0.000000,3749.683377,274.998323,0.762979,0.067956,-0.000000,0.000000,3750.000000,275.000000,3.000000
539.518545,1.280696,0.884137,0.786276,0.000000,3749.844745,300.000000,0.744096,0.078711,0.000021,0.000000,3750.000000,300.000000,4.000000
460.839771,1.158394,1.122728,1.146821,0.000000,3874.898517,99.990593,0.960166,-0.018563,-0.000000,0.000000,3875.000000,100.000000,3.000000
468.596781,1.191539,1.069530,1.070495,0.000000,3875.049663,124.994584,0.938737,-0.023930,-0.000000,0.000000,3875.000000,125.000000,2.000000
476.988029,1.218634,1.028369,1.012187,0.000000,3874.960209,150.001134,0.915622,-0.022702,0.000000,0.000000,3875.000000,150.000000,2.000000
486.735393,1.241289,0.995299,0.965762,0.000000,3875.081506,175.014212,0.888832,-0.013901,0.000000,0.000000,3875.000000,175.000000,3.000000
495.899882,1.260926,0.967686,0.927360,0.000000,3874.997293,199.982144,0.863689,-0.001378,-0.000000,0.000000,3875.000000,200.000000,2.000000
505.008329,1.278243,0.944086,0.894801,0.000000,3874.987472,225.000000,0.838723,0.014205,0.000033,0.000000,3875.000000,225.000000,3.000000
513.520259,1.293694,0.923517,0.866584,0.000000,3874.632984,249.999067,0.815403,0.032329,-0.000000,0.000000,3875.000000,250.000000,3.000000
521.133017,1.308003,0.905309,0.841962,0.000000,3874.866545,275.000000,0.794549,0.049616,0.000057,0.000000,3875.000000,275.000000,3.000000
528.270999,1.321095,0.889020,0.820063,0.000000,3874.955332,299.999882,0.774992,0.064834,-0.000000,0.000000,3875.000000,300.000000,4.000000
457.491148,1.191563,1.130050,1.195095,0.000000,3999.781789,99.991688,0.969445,-0.014277,-0.000000,0.000000,4000.000000,100.000000,3.000000
462.797690,1.226364,1.076034,1.115222,0.000000,3999.968370,124.993687,0.954762,-0.019728,-0.000000,0.000000,4000.000000,125.000000,2.000000
470.239482,1.254565,1.034454,1.054400,0.000000,3999.993074,150.003991,0.934223,-0.023094,0.000000,0.000000,4000.000000,150.000000,3.000000
477.888310,1.278415,1.000830,1.005732,0.000000,3999.813226,175.009658,0.913166,-0.020566,0.000000,0.000000,4000.000000,175.000000,2.000000
486.407791,1.299020,0.972978,0.965855,0.000000,4000.307736,200.000000,0.889760,-0.012285,-0.000011,0.000000,4000.000000,200.000000,3.000000
494.449958,1.317195,0.949119,0.931926,0.000000,4000.378084,225.000000,0.867699,-0.001308,0.000027,0.000000,4000.000000,225.000000,2.000000
502.611601,1.333206,0.928400,0.902521,0.000000,3999.922602,250.000000,0.845330,0.012556,0.000099,0.000000,4000.000000,250.000000,3.000000
510.237038,1.347899,0.910107,0.876864,0.000000,3999.965644,274.998956,0.824443,0.028988,-0.000000,0.000000,4000.000000,275.000000,4.000000
517.298013,1.361350,0.893723,0.854014,0.000000,3999.797110,299.999888,0.805106,0.045506,-0.000000,0.000000,4000.000000,300.000000,3.000000
454.549760,1.224539,1.137235,1.243836,0.000000,4124.645466,99.999615,0.977607,-0.010190,-0.000000,0.000000,4125.000000,100.000000,3.000000
459.064890,1.260571,1.082725,1.160629,0.000000,4124.961936,125.000000,0.965095,-0.015625,0.000019,0.000000,4125.000000,125.000000,3.000000
464.413453,1.290229,1.040541,1.097172,0.000000,4125.227133,149.992889,0.950310,-0.020102,-0.000000,0.000000,4125.000000,150.000000,1.000000
470.874969,1.315165,1.006519,1.046438,0.000000,4125.195845,175.000000,0.932490,-0.021766,0.000005,0.000000,4125.000000,175.000000,2.000000
477.750485,1.336704,0.978176,1.004521,0.000000,4125.032638,200.016706,0.913569,-0.018888,0.000000,0.000000,4125.000000,200.000000,3.000000
485.349947,1.355522,0.954126,0.969188,0.000000,4125.015950,225.019346,0.892693,-0.011441,0.000000,0.000000,4125.000000,225.000000,2.000000
492.484714,1.372433,0.933189,0.938685,0.000000,4124.966306,250.001880,0.873123,-0.001845,0.000000,0.000000,4125.000000,250.000000,3.000000
499.745375,1.387614,0.914751,0.911936,0.000000,4124.781500,274.999779,0.853225,0.010152,-0.000000,0.000000,4125.000000,275.000000,4.000000
506.644911,1.401616,0.898291,0.888287,0.000000,4124.935040,299.999545,0.834328,0.024912,-0.000000,0.000000,4125.000000,300.000000,3.000000
452.808835,1.257151,1.144521,1.293376,0.000000,4249.845074,100.000000,0.982444,-0.008098,0.000044,0.000000,4250.000000,100.000000,4.000000
456.026672,1.294389,1.089360,1.206418,0.000000,4249.596761,125.000000,0.973519,-0.012351,0.000083,0.000000,4250.000000,125.000000,2.000000
459.883690,1.325358,1.046630,1.140275,0.000000,4250.032588,150.000000,0.962841,-0.016848,0.000011,0.000000,4250.000000,150.000000,3.000000
465.133112,1.351348,1.012205,1.087411,0.000000,4250.012925,175.000000,0.948338,-0.021085,0.000006,0.000000,4250.000000,175.000000,2.000000
470.803536,1.373922,0.983532,1.043829,0.000000,4250.114192,200.000000,0.932707,-0.022381,0.000022,0.000000,4250.000000,200.000000,3.000000
476.852342,1.393854,0.959102,1.007017,0.000000,4250.374154,225.017032,0.916065,-0.020020,0.000000,0.000000,4250.000000,225.000000,2.000000
483.679600,1.411247,0.938003,0.975217,0.000000,4249.986364,249.997453,0.897310,-0.013643,-0.000000,0.000000,4250.000000,250.000000,3.000000
490.133954,1.427139,0.919355,0.947376,0.000000,4249.830542,275.001633,0.879606,-0.005078,0.000000,0.000000,4250.000000,275.000000,3.000000
496.504208,1.441715,0.902746,0.922785,0.000000,4249.976894,299.999603,0.862149,0.004772,-0.000000,0.000000,4250.000000,300.000000,3.000000
451.444641,1.289463,1.151691,1.343293,0.000000,4374.713102,100.000000,0.986237,-0.006026,0.000022,0.000000,4375.000000,100.000000,4.000000
453.551743,1.328127,1.095973,1.252937,0.000000,4374.897207,125.000000,0.980389,-0.008559,0.000060,0.000000,4375.000000,125.000000,3.000000
456.926660,1.359968,1.052865,1.184034,0.000000,4374.995647,150.000000,0.971034,-0.012574,0.000045,0.000000,4375.000000,150.000000,3.000000
460.271170,1.387294,1.017895,1.128923,0.000000,4375.136546,175.000000,0.961783,-0.015796,0.000001,0.000000,4375.000000,175.000000,2.000000
465.270242,1.410644,0.988938,1.083541,0.000000,4375.077469,200.000000,0.947976,-0.019027,0.000057,0.000000,4375.000000,200.000000,3.000000
470.317712,1.431257,0.964197,1.045055,0.000000,4374.754828,224.999845,0.934066,-0.019584,-0.000000,0.000000,4375.000000,225.000000,2.000000
475.536952,1.449892,0.942732,1.012049,0.000000,4375.077557,250.020584,0.919708,-0.017381,0.000000,0.000000,4375.000000,250.000000,2.000000
481.671810,1.466287,0.923986,0.983195,0.000000,4374.900754,274.976382,0.902854,-0.012049,-0.000000,0.000000,4375.000000,275.000000,3.000000
487.517095,1.481440,0.907200,0.957591,0.000000,4374.969114,300.001438,0.886819,-0.004779,0.000000,0.000000,4375.000000,300.000000,3.000000
450.314055,1.321682,1.158766,1.393825,0.000000,4499.908979,99.999753,0.989382,-0.004589,-0.000000,0.000000,4500.000000,100.000000,4.000000
452.184389,1.361303,1.102619,1.299857,0.000000,4499.722112,125.000000,0.984188,-0.006745,0.000085,0.000000,4500.000000,125.000000,3.000000
454.366514,1.394380,1.059021,1.228232,0.000000,4500.002750,149.999890,0.978136,-0.009270,-0.000000,0.000000,4500.000000,150.000000,3.000000
457.406776,1.422461,1.023777,1.170956,0.000000,4499.992413,175.000000,0.969715,-0.012593,0.000009,0.000000,4500.000000,175.000000,2.000000
460.330763,1.447164,0.994302,1.123684,0.000000,4500.189745,199.996082,0.961632,-0.015087,-0.000000,0.000000,4500.000000,200.000000,3.000000
464.973250,1.468465,0.969358,1.083732,0.000000,4499.898794,224.999826,0.948814,-0.017792,-0.000000,0.000000,4500.000000,225.000000,3.000000
469.469939,1.487730,0.947665,1.049358,0.000000,4499.929243,249.999780,0.936423,-0.018175,-0.000000,0.000000,4500.000000,250.000000,3.000000
473.843452,1.505268,0.928514,1.019251,0.000000,4499.975847,275.008695,0.924393,-0.016431,0.000000,0.000000,4500.000000,275.000000,3.000000
479.412610,1.520801,0.911622,0.992642,0.000000,4499.723745,300.000000,0.909091,-0.012107,0.000002,0.000000,4500.000000,300.000000,3.000000
449.587766,1.353603,1.165753,1.444754,0.000000,4624.830306,100.000000,0.991404,-0.003728,0.000021,-0.000000,4625.000000,100.000000,4.000000
450.990028,1.394426,1.109173,1.347361,0.000000,4624.954979,124.999888,0.987509,-0.005231,-0.000000,0.000000,4625.000000,125.000000,4.000000
452.602850,1.428412,1.065177,1.272877,0.000000,4624.891713,149.999873,0.983034,-0.007004,-0.000000,0.000000,4625.000000,150.000000,2.000000
454.854749,1.457483,1.029580,1.213427,0.000000,4625.000948,175.000000,0.976792,-0.009487,0.000057,0.000000,4625.000000,175.000000,3.000000
457.529209,1.482788,0.999868,1.164271,0.000000,4624.843287,200.000000,0.969388,-0.012157,0.000014,0.000000,4625.000000,200.000000,2.000000
460.115591,1.505372,0.974450,1.122673,0.000000,4624.744637,224.991328,0.962241,-0.014137,-0.000000,0.000000,4625.000000,225.000000,3.000000
464.285392,1.525298,0.952591,1.087071,0.000000,4624.958341,249.999632,0.950730,-0.016397,-0.000000,0.000000,4625.000000,250.000000,3.000000
468.337670,1.543315,0.933287,1.055784,0.000000,4624.757508,274.999580,0.939564,-0.016779,-0.000000,0.000000,4625.000000,275.000000,3.000000
472.220470,1.559979,0.916062,1.028155,0.000000,4624.945992,299.996386,0.928883,-0.015426,-0.000000,0.000000,4625.000000,300.000000,3.000000
449.009978,1.385365,1.172624,1.496137,0.000000,4749.736871,100.000000,0.993013,-0.003085,0.000022,-0.000000,4750.000000,100.000000,4.000000
449.965838,1.427319,1.115606,1.395188,0.000000,4749.913898,124.999131,0.990359,-0.004015,-0.000000,0.000000,4750.000000,125.000000,4.000000
451.391387,1.462146,1.071298,1.317957,0.000000,4749.718888,149.999808,0.986401,-0.005508,-0.000000,0.000000,4750.000000,150.000000,2.000000
452.784984,1.492303,1.035346,1.256371,0.000000,4750.186022,175.000000,0.982537,-0.006941,0.000095,0.000000,4750.000000,175.000000,2.000000
455.019825,1.518284,1.005385,1.205335,0.000000,4749.751903,199.986539,0.976344,-0.009272,-0.000000,0.000000,4750.000000,200.000000,3.000000
457.377978,1.541602,0.979775,1.162291,0.000000,4749.958413,224.999864,0.969820,-0.011428,-0.000000,0.000000,4750.000000,225.000000,3.000000
459.672000,1.562576,0.957485,1.125110,0.000000,4749.873131,249.985574,0.963482,-0.013029,-0.000000,0.000000,4750.000000,250.000000,3.000000
463.319240,1.581238,0.938012,1.092708,0.000000,4749.820709,274.999302,0.953415,-0.014914,-0.000000,0.000000,4750.000000,275.000000,3.000000
466.967123,1.598382,0.920659,1.064065,0.000000,4749.947155,299.999300,0.943363,-0.015374,-0.000000,0.000000,4750.000000,300.000000,3.000000
448.513348,1.416986,1.179370,1.547944,0.000000,4874.606010,100.000000,0.994397,-0.002567,0.000023,-0.000000,4875.000000,100.000000,4.000000
449.309898,1.459976,1.121973,1.443446,0.000000,4874.819474,125.000000,0.992184,-0.003289,0.000091,0.000000,4875.000000,125.000000,4.000000
450.336592,1.495843,1.077341,1.363586,0.000000,4874.981697,149.999735,0.989334,-0.004277,-0.000000,0.000000,4875.000000,150.000000,3.000000
451.579437,1.526629,1.041127,1.299664,0.000000,4874.993957,174.999816,0.985886,-0.005508,-0.000000,0.000000,4875.000000,175.000000,2.000000
452.812704,1.553676,1.010813,1.246787,0.000000,4874.882418,199.998024,0.982469,-0.006685,-0.000000,0.000000,4875.000000,200.000000,2.000000
454.933318,1.577577,0.985026,1.202197,0.000000,4874.952733,225.000000,0.976595,-0.008764,0.000054,0.000000,4875.000000,225.000000,3.000000
457.033005,1.599113,0.962566,1.163670,0.000000,4874.813997,249.999560,0.970787,-0.010535,-0.000000,0.000000,4875.000000,250.000000,3.000000
459.083683,1.618724,0.942740,1.129918,0.000000,4874.564031,274.981017,0.965123,-0.011859,-0.000000,0.000000,4875.000000,275.000000,3.000000
462.145305,1.636464,0.925186,1.100157,0.000000,4874.537543,299.998778,0.956673,-0.013375,-0.000000,0.000000,4875.000000,300.000000,3.000000
448.089534,1.448576,1.186018,1.600346,0.000000,4999.858118,99.999875,0.995578,-0.002153,0.000000,-0.000000,5000.000000,100.000000,5.000000
448.783238,1.492479,1.128240,1.492111,0.000000,4999.706724,125.000000,0.993651,-0.002742,0.000099,0.000000,5000.000000,125.000000,3.000000
449.470411,1.529295,1.083283,1.409500,0.000000,4999.948190,149.999814,0.991744,-0.003334,-0.000000,0.000000,5000.000000,150.000000,3.000000
450.525652,1.560855,1.046826,1.343389,0.000000,4999.996553,174.999713,0.988815,-0.004317,-0.000000,0.000000,5000.000000,175.000000,3.000000
451.615730,1.588551,1.016308,1.288670,0.000000,4999.814231,200.000000,0.985793,-0.005326,0.000090,0.000000,5000.000000,200.000000,2.000000
452.779649,1.613369,0.990211,1.242450,0.000000,4999.964272,225.000000,0.982570,-0.006365,0.000005,0.000000,5000.000000,225.000000,4.000000
454.668079,1.635472,0.967593,1.202592,0.000000,4999.807447,249.999705,0.977340,-0.008085,-0.000000,0.000000,5000.000000,250.000000,3.000000
456.535595,1.655730,0.947633,1.167778,0.000000,4999.945555,274.999129,0.972176,-0.009545,-0.000000,0.000000,5000.000000,275.000000,3.000000
458.369309,1.674303,0.929813,1.136882,0.000000,4999.867605,299.976301,0.967113,-0.010652,-0.000000,0.000000,5000.000000,300.000000,3.000000
